label_id,cluster_id,count
341,1181,7
343,1191,6
344,1776,4
345,870,6
346,1658,4
353,1601,5
354,1535,5
355,28,10
356,1670,4
357,847,5
358,2150,2
359,1122,6
360,978,5
361,1178,6
365,1207,5
370,143,7
362,2160,3
366,1171,5
363,937,6
373,654,5
364,946,5
367,1019,5
372,1165,6
375,1142,5
374,1152,7
384,373,6
385,426,6
386,149,7
387,81,8
388,492,6
389,438,6
390,413,6
391,521,5
392,362,7
393,1006,5
394,1299,6
395,1114,5
396,1209,6
397,1029,5
398,1154,5
399,1099,6
400,1020,5
403,2117,3
404,893,7
405,1186,6
406,2103,3
407,2110,3
408,1130,7
409,863,6
411,1107,6
414,879,6
415,1645,5
417,1792,4
418,698,5
420,1063,5
421,1222,7
422,2208,2
424,2161,3
428,1712,3
433,1631,4
442,858,5
429,1038,7
443,1048,5
432,1621,6
435,1436,6
460,1837,3
461,179,7
463,709,5
479,3339,4
480,3371,3
484,3332,3
490,3491,1
491,3451,3
492,3447,4
493,3481,2
494,4169,1
495,3465,3
496,2851,3
497,3499,3
499,3811,1
500,3643,1
501,4213,1
502,3817,1
503,3317,2
504,3307,4
506,4568,1
507,3088,3
508,3255,3
509,5149,1
510,3432,3
511,3267,3
513,2746,4
514,2818,4
515,4010,2
516,4003,1
517,4247,2
520,3324,4
522,2706,3
523,3345,3
527,3357,3
529,3366,4
530,3050,2
531,2575,5
532,2646,3
534,3739,1
535,3731,2
536,2685,2
543,4183,1
547,2898,3
550,4175,2
554,3624,2
555,2967,3
556,3594,2
557,4203,2
558,3942,1
567,4163,1
568,2400,2
569,4325,1
570,2340,2
573,3278,3
574,3286,3
575,3238,5
576,2941,5
577,3217,4
578,3294,4
579,4298,2
580,3822,2
581,4239,1
582,3604,2
583,2737,2
584,3010,2
585,2835,3
586,4535,1
587,3996,1
588,4018,1
593,3398,4
594,3074,4
595,3378,3
596,2753,3
597,2623,3
598,2658,4
599,2805,4
604,2653,3
605,4263,2
609,2952,5
616,3409,3
622,3953,2
606,2772,2
607,2719,2
608,3512,2
611,3524,3
618,3438,3
620,4197,1
621,3457,4
633,4558,2
634,4309,2
610,2997,5
619,3474,2
625,3231,3
651,4209,1
654,2693,2
655,3554,1
656,3544,1
661,2934,4
662,2864,2
663,3415,3
665,2792,2
668,3299,4
670,3931,1
671,4429,1
672,2416,4
673,4350,3
674,2426,4
675,5122,2
704,2379,4
703,2377,6
702,2494,5
715,2388,3
716,2450,3
717,3828,3
718,3686,3
719,3677,3
725,4491,1
726,4498,1
727,2463,3
728,4442,2
740,2488,4
741,2499,3
743,3682,2
744,3826,2
745,3670,4
746,3662,3
747,3666,3
748,4921,2
749,3853,3
750,3835,3
751,5107,2
752,4415,3
753,3863,6
754,3859,6
758,3503,5
768,3005,4
771,4186,3
755,5081,5
761,3036,3
773,4613,2
775,3633,2
756,5084,6
774,2555,4
777,3773,2
757,5209,4
759,4024,3
760,4142,1
765,4541,2
767,3223,3
772,4434,3
776,4647,2
783,4253,2
789,2879,4
769,4318,2
766,3248,3
770,3933,2
779,4229,3
782,2728,3
784,2479,4
790,2927,2
792,2617,4
793,2991,4
794,3014,4
795,3021,4
796,2874,3
800,3531,2
801,3983,3
802,3972,3
803,3024,3
804,4254,2
805,3961,2
806,4026,2
807,2887,4
808,4283,3
809,4042,3
810,3966,3
811,2341,4
812,4868,3
813,2439,4
814,4940,4
815,4945,4
829,2605,2
830,3178,2
832,4296,1
833,3848,1
836,3006,5
837,3000,5
839,4644,2
840,2895,3
841,4717,3
842,3327,4
843,3913,1
844,4711,3
845,4611,1
846,4720,2
848,2507,5
849,3063,5
850,4630,4
851,2515,4
852,4636,4
853,4300,3
854,4662,1
855,4656,1
856,4756,1
858,3978,2
859,3210,2
860,4397,2
861,5154,2
862,4111,2
863,4360,2
864,4335,3
865,4649,3
866,4652,3
867,4642,3
868,3116,3
869,4330,2
870,4369,3
871,3745,2
872,3762,2
873,3258,3
874,2471,4
878,3418,5
879,2911,4
880,5072,3
886,4998,2
892,3568,1
900,5087,2
901,4622,2
902,4615,2
912,2993,4
881,5040,2
882,4990,3
885,5044,3
894,2591,2
899,4986,2
904,4974,2
909,5092,3
910,3888,3
911,3637,3
919,4924,3
883,605,7
884,2484,4
889,3134,3
897,2627,3
921,3486,4
926,2972,3
933,1910,5
937,2023,4
939,1959,3
950,3850,1
952,3676,1
960,5225,1
961,5150,1
887,2600,3
888,5038,2
893,3154,2
903,4963,2
918,4918,4
922,4856,2
923,4862,3
924,2348,4
927,3575,2
928,3777,2
929,3709,2
930,665,7
931,1924,5
932,1944,5
934,1972,4
935,4446,1
936,5077,1
938,1985,3
940,1935,3
941,14,11
942,3590,3
943,4729,4
944,3275,3
947,2477,2
948,4249,1
949,4420,1
951,3837,2
953,5116,1
957,4898,1
958,2945,2
959,5161,1
963,4025,1
964,4566,2
965,3821,2
966,4313,1
968,2747,2
969,3039,2
970,2841,2
971,2738,2
972,2820,6
980,5119,3
985,3216,4
996,2780,4
1031,4903,1
1058,4798,2
973,2566,5
974,2708,3
986,3737,2
1019,5221,1
1039,2625,2
1045,3250,2
1060,2087,3
1063,5144,2
975,4411,3
977,4351,1
991,3612,3
993,3124,3
1041,4544,1
1050,4915,1
1054,2392,4
976,3644,1
981,4587,4
982,3107,5
983,3602,3
1005,4100,1
1014,3326,2
1025,3857,2
1029,3673,2
1036,5168,1
1047,2661,2
1053,2928,3
1069,4973,1
1075,4347,2
1078,2448,3
978,4424,1
979,5101,2
984,4582,3
987,3730,3
988,4585,4
989,3608,2
990,3388,4
992,3098,3
994,2632,3
995,2721,3
998,3361,2
999,2648,2
1000,2717,3
1001,2790,3
1002,2705,3
1003,3343,3
1006,2558,2
1007,3233,2
1010,2577,2
1011,3051,3
1021,2799,2
1022,3832,2
1024,4932,2
1028,4938,1
1030,4927,2
1032,5164,1
1037,2686,2
1038,2754,2
1040,2806,2
1043,3302,2
1044,3318,2
1046,3310,2
1048,3078,2
1049,4766,2
1051,4750,2
1052,2407,3
1055,4795,2
1056,4827,2
1057,4373,2
1059,4821,1
1061,2697,2
1073,2590,2
1076,4980,2
1082,2384,2
1086,2773,2
1088,2597,4
1096,5134,3
1107,3221,3
1109,2666,2
1110,2429,2
1111,3175,2
1070,4790,2
1072,2532,3
1064,4595,2
1071,4690,2
1084,2777,4
1087,2824,3
1101,5203,3
1074,2444,4
1105,2565,2
1068,4683,1
1077,2376,4
1079,2492,3
1100,5204,2
1103,5151,2
1108,2540,2
1113,2506,2
1097,3194,5
1099,5124,4
1102,5156,3
1085,4123,2
1098,5125,3
1114,3062,2
1115,2765,2
1116,3393,3
1117,5113,2
1118,5109,4
1119,5139,2
1120,5132,2
1124,4418,1
1125,2420,2
1126,3336,2
1127,4172,1
1128,5217,1
1129,3843,1
1130,5007,1
1131,3031,3
1132,2642,2
1134,3928,2
1138,3208,2
1139,3404,2
1140,5228,1
1141,5173,1
1144,3997,1
1145,4536,1
1146,4012,1
1147,4240,1
1148,4004,1
1153,2817,4
1154,4557,2
1155,3199,3
1156,2694,2
1158,2651,3
1159,2770,3
1160,3364,3
1167,3016,3
1169,2990,4
1170,3414,4
1171,3511,3
1183,4594,3
1186,3236,3
1208,4338,3
1225,3751,3
1234,5096,1
1246,4850,2
1253,5059,1
1257,1917,6
1264,4501,1
1265,4803,1
1272,4549,2
1161,2616,3
1166,2727,3
1173,4130,3
1176,4275,3
1181,3744,3
1190,3266,5
1195,4243,3
1197,4671,3
1205,4705,3
1216,2919,3
1251,4818,1
1255,4852,3
1263,4846,1
1270,4363,2
1278,4080,3
1162,3019,2
1163,4228,2
1172,4261,2
1174,4140,3
1193,3770,2
1194,4016,1
1203,4388,2
1206,4391,3
1211,4606,2
1213,4716,3
1215,4383,3
1221,3756,3
1224,4735,3
1227,3865,4
1243,4811,3
1259,3564,1
1164,4185,2
1184,4669,3
1185,3380,4
1191,4433,4
1196,2578,3
1199,2541,3
1207,4372,3
1210,4345,2
1223,3269,4
1233,4600,2
1238,4996,1
1256,4066,3
1261,4071,1
1269,4461,1
1271,4378,2
1274,3580,2
1168,4570,2
1175,3142,3
1177,4269,3
1178,4280,2
1179,4573,2
1180,4108,4
1187,3429,3
1189,3254,5
1192,3087,5
1198,3090,4
1200,2833,4
1202,4709,2
1204,4401,3
1209,4675,3
1214,3875,1
1217,4723,2
1218,2609,3
1226,3347,5
1230,2808,2
1239,5057,1
1244,5032,2
1245,4837,2
1248,4815,1
1249,4810,1
1250,5049,1
1252,4993,1
1254,494,8
1258,4832,1
1262,655,6
1266,4467,1
1267,4841,1
1268,1902,5
1273,3799,2
1275,4076,3
1276,4457,3
1277,4037,3
1279,4063,3
1280,4033,3
1281,592,9
1282,1881,4
1283,1070,6
1284,4504,2
1286,4887,2
1288,5024,1
1295,4255,1
1304,3545,1
1307,4215,1
1315,4689,1
1317,4780,2
1319,4786,2
1350,4198,2
1355,3368,3
1358,4178,1
1287,3715,2
1289,4509,3
1294,4452,1
1298,4957,1
1302,1871,3
1305,4495,1
1311,4221,1
1314,4154,1
1323,2760,2
1292,4290,3
1293,4480,1
1296,3962,1
1297,4059,1
1299,548,7
1300,1892,5
1301,4521,1
1303,829,6
1306,4487,1
1308,3818,1
1310,4222,2
1316,4962,1
1320,4702,1
1321,4117,2
1322,4138,1
1326,3161,4
1327,3166,3
1334,4145,3
1335,4101,3
1336,4776,2
1337,2412,4
1338,3869,3
1339,3495,2
1340,3186,3
1341,2667,3
1342,4769,2
1344,2459,3
1351,3937,2
1352,4726,2
1353,4314,2
1354,4742,3
1356,4740,4
1357,2963,3
1363,4820,1
1366,4891,2
1383,4046,3
1392,4548,1
1402,3661,3
1404,4320,2
1411,3685,1
1446,4084,2
1456,3282,2
1359,4733,3
1400,3795,2
1427,3904,2
1362,3514,2
1382,4439,3
1394,4192,1
1415,2321,4
1428,4947,2
1437,4940,4
1452,3655,1
1364,3724,1
1395,4210,1
1396,3589,1
1408,4526,1
1418,3983,3
1429,2440,2
1445,3477,2
1450,3805,3
1453,3374,3
1365,3718,2
1410,3025,2
1417,3972,3
1422,2904,3
1426,2332,4
1367,2461,3
1375,4886,3
1397,3555,1
1403,3665,3
1406,5055,1
1409,3532,1
1421,2354,2
1424,1488,6
1425,2978,4
1431,2847,4
1438,2888,3
1448,3433,4
1374,4884,3
1380,4876,3
1381,4879,3
1416,4871,2
1419,3788,2
1432,2341,4
1435,4283,3
1436,4945,4
1440,2314,4
1444,3453,3
1371,3546,2
1388,5068,1
1389,5031,1
1393,678,6
1398,4053,2
1399,3957,2
1401,3527,2
1405,4049,2
1407,4028,1
1412,2955,3
1413,2369,3
1414,2436,4
1420,4907,1
1423,3558,1
1433,3966,3
1434,4042,3
1439,4868,3
1442,1085,10
1443,1091,10
1449,2877,3
1451,3783,2
1454,3948,3
1455,3461,3
1457,3630,2
1458,3899,2
1459,3405,3
1460,3444,2
1461,4193,1
1462,3489,1
1465,4406,2
1466,3932,2
1467,3895,2
1474,2870,2
1475,3618,1
1485,3919,2
1494,3471,1
1484,4403,2
1495,2983,2
1498,3521,1
1499,2382,2
1509,4157,1
1481,2424,4
1482,3449,3
1510,4762,3
1511,4744,2
1513,2391,2
1516,5012,1
1483,5104,3
1507,2860,2
1518,4166,1
1502,3883,1
1508,3290,2
1503,2404,2
1506,2946,3
1514,4091,1
1519,5019,1
1521,2314,4
1522,1085,10
1523,1091,10
1524,4406,2
1525,4509,3
1526,4290,3
1528,4479,3
1529,4451,3
1530,3710,3
1536,2372,3
1537,2359,2
1538,2351,3
1539,4497,2
1540,4444,1
1541,2347,2
1542,4952,3
1543,4892,3
1544,2324,4
1545,4863,3
1546,2316,2
1547,4455,3
1548,4490,3
1549,2462,3
1550,4858,2
1562,3463,3
1571,4158,3
1563,2333,4
1564,3437,3
1565,4201,1
1569,3951,2
1566,3592,1
1567,2965,2
1568,3940,2
1572,3561,3
1591,3480,2
1593,2512,2
1605,3565,3
1606,3519,4
1607,3572,3
1608,3505,4
1609,3705,3
1610,3703,3
1611,3694,3
1613,2348,4
1614,4862,3
1615,4856,2
1616,1882,4
1619,592,9
1620,4076,3
1621,3580,2
1623,4457,3
1624,4037,3
1625,4080,3
1626,4063,3
1627,4033,3
1629,4066,3
1630,4852,3
1631,494,8
1632,1917,6
1633,5060,1
1634,4844,1
1635,4831,3
1636,4802,5
1637,4851,3
1638,4994,1
1650,4816,2
1649,4819,3
1662,3265,2
1663,3262,2
1664,3767,1
1667,4590,1
1676,3428,2
1677,4737,1
1678,3755,1
1680,4431,1
1681,3352,2
1683,3421,2
1685,3012,2
1686,3760,1
1696,4180,1
1697,4251,2
1698,2481,3
1700,3658,1
1701,3276,3
1705,3337,3
1702,3396,3
1709,4317,2
1712,4173,1
1713,4303,2
1728,4029,1
1729,4912,2
1730,4874,2
1731,4768,2
1732,3784,2
1733,2902,3
1734,3806,1
1735,2342,3
1736,4941,3
1737,4946,1
1738,3557,2
1740,1085,10
1741,1091,10
1742,3453,3
1743,3477,2
1744,4084,2
1745,2314,4
1746,4048,1
1747,4062,1
1748,677,8
1749,826,6
1750,2022,4
1751,1937,3
1758,4036,1
1759,4040,1
1761,5047,1
1767,3782,1
1783,5229,1
1796,4475,1
1798,5250,1
1799,5246,1
1801,3581,4
1810,1924,5
1835,4363,2
1836,4549,2
1856,1161,6
1865,1137,7
1867,1198,8
1870,2101,3
1873,1153,7
1762,5069,1
1772,5075,1
1794,4472,1
1803,3722,3
1806,4493,3
1823,729,6
1851,1775,5
1860,1143,7
1872,1014,5
1763,5025,1
1768,3804,1
1770,4065,1
1771,4083,1
1795,5213,1
1807,1983,5
1811,1454,4
1821,104,7
1824,707,6
1825,5078,1
1839,1902,5
1852,2147,5
1766,4079,1
1788,4948,3
1797,5233,1
1804,1957,5
1814,26,9
1827,177,6
1834,4378,2
1866,1046,6
1769,4507,1
1780,5080,2
1787,5238,1
1789,2453,3
1793,4518,1
1808,15,10
1809,665,7
1812,3709,2
1819,1944,5
1820,1747,3
1842,3135,5
1850,1172,7
1854,1190,8
1855,2154,4
1862,1128,6
1868,1185,7
1871,131,8
1776,4842,1
1786,2421,3
1802,1071,8
1822,722,5
1838,3799,2
1847,2601,3
1777,4806,1
1778,4072,1
1779,4833,2
1781,4448,2
1782,5248,1
1790,4485,3
1792,4478,1
1800,4704,1
1813,3777,2
1815,2972,3
1816,3575,2
1817,1179,6
1818,1910,5
1826,4462,1
1829,4447,1
1830,1973,3
1843,2593,4
1845,2807,5
1853,1835,5
1857,1121,7
1874,2116,3
1875,1166,6
1876,641,7
1877,1106,8
1878,2109,3
1879,2123,3
1880,3063,5
1881,2507,5
1882,4300,3
1883,4636,4
1884,4630,4
1885,2515,4
1886,4645,4
1887,2920,4
1888,3874,4
1889,2896,5
1890,4643,3
1891,4336,3
1892,3979,3
1893,4361,4
1894,3646,2
1895,4344,2
1896,4650,2
1897,4653,2
1898,4670,2
1899,3742,2
1900,4661,2
1901,4655,2
1912,4623,4
1905,2541,3
1904,2833,4
1906,4243,3
1908,4671,3
1909,3090,4
1907,4015,2
1911,4616,4
1914,3176,2
1924,1643,7
1925,358,8
1927,368,8
1929,144,8
1930,1706,4
1932,429,7
1933,481,7
1934,388,6
1935,3841,1
1936,3678,2
1937,3662,3
1939,3666,3
1940,3669,2
1941,3853,3
1955,934,6
1956,974,8
1957,862,7
1958,1208,6
1959,856,6
1960,1113,8
1961,1036,7
1980,1736,4
1989,1448,5
1997,748,9
1998,998,8
2006,1895,5
2011,1073,6
2019,686,5
2022,1934,3
2033,1599,4
2037,309,7
1962,943,6
1985,2013,4
2013,1315,7
2023,674,5
1963,687,9
1974,1253,6
1976,1401,6
1979,1995,4
1987,2040,5
2001,1443,7
2014,1918,4
1964,633,8
1975,1376,6
1986,2004,5
1990,758,6
1991,984,7
1999,1614,6
2021,842,5
2024,664,5
2035,225,8
2036,2083,2
2043,3225,6
1965,190,9
1966,348,8
1967,270,9
1968,1783,5
1969,693,7
1978,1725,4
1988,2032,4
2002,1416,7
2003,967,10
2004,767,8
1970,716,8
1977,1265,6
1993,741,7
2007,1872,5
2010,1241,7
2012,990,6
2025,500,5
2038,226,8
2000,1423,9
2008,1684,4
2020,612,6
2034,296,7
2039,2294,3
2040,1553,6
2053,3917,2
2056,1522,4
2057,2923,3
2059,699,5
2060,2287,2
2061,1240,5
2062,2276,2
2064,1858,3
2066,2138,2
2067,269,7
2073,2848,3
2076,2951,2
2077,2980,3
2078,4205,1
2079,4214,1
2080,3640,1
2081,2848,3
2091,4256,2
2092,3796,3
2085,3787,2
2086,2973,3
2089,4321,2
2093,4364,2
2109,4195,3
2090,4291,2
2103,4405,3
2104,3455,3
2105,4410,2
2107,3490,2
2106,3479,3
2108,3408,3
2110,3450,4
2115,4158,3
2117,3561,3
2121,3551,2
2122,3533,1
2123,3538,2
2124,3586,2
2127,2487,3
2128,2473,3
2130,3584,2
2131,3549,2
2134,3565,3
2135,3572,3
2136,3519,4
2137,3505,4
2139,4552,2
2140,3712,2
2141,4465,1
2142,4889,1
2144,3576,1
2145,3528,1
2146,3636,5
2148,3901,4
2149,3896,4
2150,3650,3
2151,3657,3
2152,3285,5
2153,3377,6
2154,3001,4
2155,3007,4
2164,3916,2
2174,3276,3
2184,3498,1
2195,4167,2
2199,3523,2
2209,2373,3
2158,3935,2
2159,2881,3
2162,3226,3
2167,3876,2
2173,4181,1
2179,4317,2
2185,3620,1
2160,3032,3
2161,3929,2
2186,2873,3
2187,3445,3
2165,2921,3
2193,3435,2
2201,2334,4
2213,3396,3
2219,3952,1
2221,3593,1
2180,2481,3
2188,2897,3
2178,4251,2
2196,3472,2
2200,2395,3
2204,2349,3
2205,2346,3
2208,2315,3
2210,2358,3
2214,4174,1
2215,3337,3
2217,4202,1
2218,3464,2
2220,3941,1
2222,2966,2
2223,4455,3
2224,4490,3
2226,4858,2
2227,4497,2
2228,4892,3
2229,2324,4
2230,4863,3
2231,4952,3
2233,2463,3
2234,4442,2
2238,5130,1
2239,5122,2
2240,2387,2
2241,2426,4
2242,5106,1
2243,2456,3
2244,2411,3
2245,4413,2
2246,5107,2
2250,3835,3
2253,3484,1
2261,2500,6
2267,199,7
2270,321,8
2275,1657,4
2248,4421,2
2258,3503,5
2266,2293,2
2279,1619,4
2280,878,7
2249,4931,1
2256,5084,6
2264,2312,2
2269,331,7
2251,3692,1
2254,3830,1
2260,3863,6
2268,2258,2
2252,4921,2
2263,2272,2
2277,1435,5
2255,5081,5
2257,5209,4
2259,3859,6
2265,238,7
2276,1627,4
2278,1298,8
2281,4375,2
2282,4824,1
2284,4969,3
2285,3681,3
2286,3825,5
2287,4297,2
2288,4425,1
2289,4151,2
2290,4958,3
2291,4680,3
2292,4791,3
2293,4147,2
2294,4781,2
2295,4686,2
2299,4119,1
2300,4103,2
2302,4964,2
2304,4618,1
2315,3456,2
2320,3480,2
2345,3446,2
2346,3473,1
2355,1013,6
2366,3594,2
2369,3943,1
2370,3624,2
2371,4203,2
2372,3457,4
2373,3953,2
2374,2967,3
2379,2899,2
2380,4175,2
2382,3329,4
2383,3370,5
2387,4612,4
2388,3871,4
2390,4646,2
2423,4043,2
2431,3812,1
2437,3813,2
2450,3889,2
2403,5094,2
2417,3028,4
2436,2933,2
2453,3986,1
2454,3981,1
2458,3958,2
2459,3963,2
2399,4754,2
2400,4660,2
2402,4760,2
2427,4877,2
2433,2861,4
2449,3906,2
2398,1094,7
2401,4765,2
2410,3976,2
2411,3970,2
2424,4522,2
2455,4917,1
2456,2905,2
2404,4665,2
2412,2961,3
2415,4528,2
2432,2996,2
2451,4087,2
2418,3793,2
2426,4484,1
2435,1088,6
2438,1492,5
2452,3291,3
2457,4050,2
2460,4054,2
2471,2668,4
2472,2751,3
2474,3235,4
2475,4224,3
2476,3244,4
2478,4219,1
2479,2680,2
2480,5126,1
2481,2758,2
2482,3196,2
2483,2744,2
2484,3342,2
2485,3363,2
2486,2657,2
2487,3044,2
2490,4539,1
2491,4772,1
2492,3305,2
2493,4564,1
2494,4005,1
2495,3992,1
2496,3319,3
2527,2849,2
2497,3046,3
2499,3896,4
2500,3901,4
2501,3407,5
2504,3285,5
2505,3636,5
2506,3638,4
2511,3652,1
2512,3540,1
2515,2883,2
2516,3623,1
2518,2923,3
2523,3877,1
2529,3314,2
2531,3298,4
2540,1649,4
2544,453,6
2556,3225,6
2557,3008,7
2559,3922,3
2502,2872,5
2503,3377,6
2522,2931,2
2528,3918,1
2555,3936,5
2558,3002,2
2563,1494,4
2574,3900,2
2575,4745,2
2576,3488,2
2577,4407,1
2578,3283,2
2579,3631,1
2580,2409,4
2581,2947,4
2582,2393,3
2583,2929,3
2584,3442,2
2585,3288,3
2587,3461,3
2588,3948,3
2598,1217,7
2597,2198,4
2603,2229,2
2604,2210,2
2616,1708,4
2618,1438,4
2623,880,12
2624,1620,5
2625,1628,4
2634,1644,5
2647,4813,3
2659,2257,2
2661,1793,3
2648,4807,3
2650,4812,3
2664,2239,2
2663,2222,2
2658,2240,2
2666,1812,3
2667,1487,4
2657,1054,5
2662,1823,3
2665,347,6
2669,1824,4
2670,249,7
2671,2209,3
2672,2198,4
2673,2228,3
2674,1217,7
2683,1763,3
2684,2181,2
2685,1585,4
2686,2187,2
2687,66,8
2688,44,10
2689,59,9
2690,1478,4
2691,786,6
2692,906,6
2693,1390,7
2694,2024,4
2695,951,7
2696,1275,6
2697,1286,6
2699,128,12
2704,1883,3
2705,118,10
2706,1353,5
2707,794,5
2708,1911,3
2710,1,10
2711,1341,5
2712,925,5
2713,1903,3
2727,5193,1
2729,5188,1
2735,2193,3
2740,881,6
2754,2419,4
2761,2381,4
2771,5171,1
2773,3485,2
2776,5162,2
2779,3927,2
2780,5218,2
2788,2859,3
2789,2930,4
2793,3289,2
2795,5008,2
2806,4909,2
2812,3967,2
2815,3973,1
2816,2323,2
2824,975,8
2830,1436,6
2831,3784,2
2730,5180,1
2755,2390,4
2767,4170,1
2778,5165,2
2790,2394,5
2814,2437,3
2835,3434,2
2863,3967,2
2736,1644,5
2737,5183,1
2763,2413,3
2739,5190,1
2742,5196,1
2758,4090,2
2741,5177,1
2759,2403,4
2764,4778,2
2769,3335,3
2774,5160,2
2777,5214,2
2787,4900,1
2792,4746,2
2796,4905,1
2797,2408,3
2799,2948,5
2801,3949,1
2803,3460,3
2809,2357,2
2810,3654,3
2813,4872,2
2818,3373,3
2825,1671,4
2826,935,6
2827,944,5
2829,1621,6
2832,4941,3
2833,857,7
2834,845,8
2836,1711,4
2837,871,7
2838,1630,5
2839,1037,7
2840,4869,1
2845,2886,2
2846,4944,1
2848,1084,6
2851,2313,4
2865,4872,2
2902,3348,2
2908,2756,2
2917,2843,2
2920,4537,1
2969,4580,2
2866,3460,3
2899,4739,1
2909,2676,2
2959,4232,1
2964,4801,1
2965,4216,2
2853,4910,2
2856,1092,6
2910,4020,1
2915,2689,2
2918,2823,3
2936,3313,3
2867,3654,3
2975,4599,2
2980,4126,2
2914,2740,2
2946,2088,4
2955,5146,1
2956,2939,2
2958,4531,1
2960,3993,1
2961,4008,1
2962,3198,2
2963,4392,3
2984,4985,1
2869,3948,3
2871,3374,3
2872,3405,3
2873,3899,2
2897,3382,2
2898,3013,3
2901,3422,2
2904,2700,3
2921,3303,2
2929,2695,3
2957,4555,1
2967,4389,2
2970,4708,2
2971,4677,2
2973,3153,3
2874,3630,2
2931,3297,3
2947,4308,2
2966,4371,3
2922,4597,1
2923,3242,2
2924,3042,2
2987,5001,1
2988,5037,1
2989,2810,3
2990,2775,3
2992,5062,1
2993,4992,1
2994,5091,1
2995,2779,2
2996,2631,3
2997,4988,1
2998,5035,1
3004,5072,3
3005,5040,2
3006,2827,3
3009,4990,3
3010,605,7
3012,2614,3
3013,2831,3
3014,3418,5
3015,2911,4
3017,5044,3
3018,2484,4
3019,2784,2
3020,4369,3
3022,4112,2
3025,3117,5
3024,3258,3
3034,3746,3
3038,3763,1
3041,5066,2
3044,3743,2
3027,3209,5
3039,5027,2
3051,3381,4
3029,2663,2
3032,5050,2
3037,3517,2
3047,3254,5
3059,4108,4
3084,5240,2
3095,4340,1
3108,4679,2
3115,4133,3
3117,2523,4
3123,1600,5
3124,2533,3
3127,1028,8
3142,3156,3
3143,389,6
3033,3570,3
3035,2470,3
3042,4331,1
3043,5020,2
3045,4593,3
3048,3266,5
3058,3216,4
3071,4853,2
3076,2619,3
3081,5244,2
3082,1004,6
3085,5174,2
3118,4789,1
3139,4118,2
3141,3068,2
3146,4113,2
3046,3430,4
3049,4433,4
3050,3087,5
3052,4585,4
3053,4587,4
3054,3107,5
3055,3602,3
3056,3730,3
3057,4582,3
3061,4574,1
3068,4847,2
3070,4067,3
3074,2761,3
3075,3189,3
3080,5242,2
3083,5235,1
3086,3506,1
3089,2733,4
3092,2813,4
3093,5206,2
3094,5231,2
3097,4393,1
3109,4836,3
3113,4697,1
3114,4146,3
3116,3167,3
3121,3171,3
3125,2559,3
3126,4604,1
3170,3844,2
3174,2603,3
3176,358,8
3184,3213,3
3185,2596,2
3193,1430,5
3206,4961,1
3210,4707,1
3212,2554,2
3213,3354,2
3230,3426,3
3252,2024,4
3254,5135,1
3255,5157,1
3133,4839,1
3136,3563,3
3138,4102,2
3149,1657,4
3153,3610,2
3160,1619,4
3166,3179,3
3177,2608,3
3178,2598,3
3181,898,6
3186,551,7
3209,4794,1
3219,1938,4
3231,3768,2
3238,1275,6
3134,2567,3
3137,1707,3
3147,2505,2
3148,3118,3
3169,145,10
3171,369,7
3172,3201,3
3183,1411,6
3247,1904,3
3253,2084,2
3276,2722,5
3277,2715,3
3291,4260,2
3303,4979,1
3135,3052,3
3140,656,7
3150,3125,3
3152,1435,5
3158,878,7
3159,3136,3
3161,3079,3
